,Step,Time,Temp,Press,PotEng,KinEng,E_bond,TotEng,E_pair,Ecouple,Lx,Ly,Lz,Pxx,Pyy,Pzz,Pxy,Pxz,Pyz,CPU,CPULeft,v_shear,c_pe_polymer,c_ke_polymer,c_ebond_polymer,c_pe_filler,c_ke_filler,c_ebond_filler,c_pxy_polymer[1],c_pxy_polymer[2],c_pxy_polymer[3],c_pxy_filler[1],c_pxy_filler[2],c_pxy_filler[3],c_ke_total,c_pe_total,c_pxx_polymer[1],c_pxx_polymer[2],c_pxx_polymer[3],c_pxx_filler[1],c_pxx_filler[2],c_pxx_filler[3],v_pxx,v_pyy,v_pzz,v_pxy,v_pxz,v_pyz,v_Ly,Time_shift,v_shear_shift,Lx_shift,v_temp_avg,c_temp_polymer,c_temp_filler
37,760000,760,1.0012066,0.0099030902,7.590471099999999,1.5018032,10.391307000000001,9.0922743,-2.8008363,-134271.63,59.196203000000004,59.196203000000004,59.196203000000004,0.046284349,-0.050150586,0.033575507000000004,-0.032649903,0.012370778,-0.0031366181,6083.476,25934.819,0.006059398361683639,1674920.0,153920,2163450.0,40853.7,184993,185313,2119.53,2393.37,-1806.23,14034.8,6394.81,-557.97,338913,1715773.7,19675.5,19311.5,20161.3,-17961.2,-22485.4,-19032.4,0.007586069563678199,-0.01404504823435703,0.004995574829630931,0.07148566244800425,0.03888919373395876,-0.010461987786529781,59.193999999999996,750.0,0.006444801610885997,59.21888,0.9998318435259758,1.0011056910569105,0.9987744304070835
38,780000,780,1.0004667999999999,0.057994237000000004,7.5853285,1.5006935,10.3919,9.086022,-2.8065713,-132863.86,59.176799,59.176799,59.176799,0.06409447900000001,0.09632668900000001,0.013561541000000002,0.00084959425,-0.13010312,-0.038505315,6246.2892,25785.963,0.005729620849335227,1674080.0,153769,2163180.0,40290.9,185098,185154,-1837.35,-1305.75,126.25,-5794.86,-3093.46,1136.32,338867,1714370.9,19888.5,19416.9,19275.1,-15897.5,-22660.3,-19858.0,0.0176608549429153,-0.014352597575006627,-0.0025794318081246194,-0.03377382954243738,-0.019467253739268962,0.005587087352863085,59.18899999999999,770.0,0.0061150240985375845,59.199476,0.9996961383013246,1.0001235772357724,0.9993413238311198
39,800000,800,0.99928886,0.06133257599999999,7.588841099999999,1.4989267,10.391828,9.087767699999999,-2.8029869,-133254.89,59.193152000000005,59.193152000000005,59.193152000000005,0.05708821,0.1239077,0.0030018161,-0.00014967798,0.027870471,0.019033728,6408.4336,25633.734,0.006007545589565793,1674740.0,153937,2163200.0,40311.0,184682,185027,3092.81,-1792.2,-930.117,2890.85,-5920.67,13768.0,338619,1715051.0,20052.7,19002.9,19072.6,-14737.7,-23166.9,-20496.0,0.023519780511549696,-0.018426409416762546,-0.006298787503318884,0.026478714930524824,-0.0341307637844057,0.05680981945304894,59.1877,790.0,0.006392948838768151,59.215829,0.9989645101336402,1.0012162601626016,0.9970953460749379
40,820000,820,1.0004714,-0.079785297,7.592730800000001,1.5007005,10.393661,9.0934313,-2.8009301,-134538.47,59.190251,59.190251,59.190251,-0.12732018,-0.012587333000000001,-0.099448383,0.08981931900000001,0.10477269999999998,0.019717998,6569.8457,25478.182,0.005958242117945349,1675040.0,153983,2163480.0,40780.8,185115,185437,-450.06199999999995,2362.81,761.138,-1318.09,-4432.03,2453.55,339098,1715820.8,19150.9,19322.6,18504.0,-16680.0,-21789.4,-18271.4,0.010934153464908405,-0.010916010266395269,0.0010292946278431655,-0.007824373838392778,-0.009156651031064694,0.01422554208337021,59.1899,810.0,0.0063436453671477065,59.212928,1.0003776145381598,1.0015154471544716,0.9994331065759637
41,840000,840,0.99922796,-0.0070746653000000005,7.587612599999999,1.4988353,10.391319000000001,9.086447900000001,-2.8037064,-132955.06,59.183891,59.183891,59.183891,-0.071110961,-0.032639825,0.08252679,0.0065191528000000006,-0.062975454,0.010287046999999999,6731.7594,25324.237999999998,0.005850151776854027,1674550.0,153507,2163210.0,40404.5,184897,185192,2767.62,-3079.9,-213.585,-8891.97,-1648.5,-459.70599999999996,338404,1714954.5,19954.7,20318.9,19428.5,-16656.5,-21937.6,-21040.6,0.014595096911231085,-0.007163023276396128,-0.007133817151960344,-0.027101292149747762,-0.020923975573059563,-0.0029794273829542436,59.1928,830.0,0.006235555026056385,59.206568,0.998330235714075,0.9984195121951219,0.9982561278479646
42,860000,860,1.0014378000000002,0.03537006,7.5909121,1.50215,10.394716,9.0930621,-2.8038037,-134455.52,59.182652000000004,59.182652000000004,59.182652000000004,0.13135401,-0.049963774,0.024719941000000002,-0.030135952,0.066837311,0.063235859,6892.2132,25164.592999999997,0.0058290945547452315,1674810.0,154218,2163480.0,40620.8,185210,185522,910.2080000000001,2768.56,-722.8860000000001,2828.91,-16184.0,-2715.93,339428,1715430.8,18165.4,19521.5,18494.3,-16153.0,-21420.4,-18688.7,0.008905212850694759,-0.008402956013806537,-0.0008602531197451167,0.01654623418001593,-0.059365607575891675,-0.015217346667846712,59.1856,850.0,0.006214497803947589,59.205329,1.0013511520193528,1.0030439024390243,0.9999460101500918
43,880000,880,1.0016017,0.12000445,7.590843,1.5023959999999998,10.397166,9.093239,-2.8063231,-134501.34,59.179364,59.179364,59.179364,0.11032368,0.11435058,0.13533908,0.036851422,-0.035985082,-0.07546501,7052.9343,25005.857999999997,0.0057732138878413405,1674640.0,153804,2163540.0,40935.4,185461,185762,-320.71299999999997,-2359.97,-2755.37,-8024.16,-1801.67,1832.89,339265,1715575.4,19712.6,19859.9,19167.9,-17390.3,-20618.1,-20576.4,0.010276573148066197,-0.003355164173820679,-0.006232852464819896,-0.03692748473316222,-0.018415966014691563,-0.004082131162049738,59.1884,870.0,0.006158617137043698,59.202040999999994,1.000870283505915,1.000351219512195,1.001301155382788
44,900000,900,1.0019468,0.092282209,7.5897145,1.5029136,10.394578,9.092628,-2.804863,-134361.54,59.184532999999995,59.184532999999995,59.184532999999995,0.15525047,0.031931451,0.089664712,-0.09066026699999999,-0.037743555,0.063593667,7213.5371,24846.627999999997,0.005861062782982919,1674990.0,153842,2163480.0,40680.2,185253,185554,2155.18,-1057.06,-318.145,7574.42,12766.9,-14754.3,339095,1715670.2,19917.6,19795.3,19326.5,-16171.0,-21483.7,-21454.2,0.016579343304717224,-0.007471457651119575,-0.009415434994247282,0.04305513762279848,0.051818036994424284,-0.06669813700327462,59.1903,890.0,0.006246466032185277,59.20720999999999,1.0003687641974217,1.0005983739837399,1.0001781665046972
45,920000,920,0.99815535,-0.12315050000000001,7.5915355,1.4972264,10.396053,9.0887619,-2.8045178,-133481.59,59.187429,59.187429,59.187429,-0.15764722,-0.17788112,-0.033923168999999996,0.022995352,-0.02751551,-0.021109661000000002,7374.4309,24688.312,0.005910281277920211,1674620.0,153706,2163310.0,40515.0,185026,185381,-1871.74,-1779.22,2452.04,1573.2,-2418.31,3826.63,338732,1715135.0,19559.0,19289.5,20206.2,-19661.9,-22347.1,-17176.8,-0.000455350030976199,-0.01353040092043543,0.013405611116027973,-0.001321090361978936,-0.0185747853792371,0.027784184441100982,59.1872,910.0,0.006295684527122569,59.210105999999996,0.9992978729681093,0.9997138211382114,0.9989525969117806
46,940000,940,0.99887501,-0.022547507999999997,7.5963825,1.4983058999999999,10.397604,9.0946884,-2.8012219,-134822.54,59.193148,59.193148,59.193148,0.056612406,0.0071941918,-0.13144912,-0.10736905,-0.1153171,-0.065236373,7535.5318,24530.561,0.006007477608219126,1674990.0,153887,2163330.0,40791.2,185557,185741,-717.5260000000001,-938.862,502.918,5255.64,-6095.04,8388.31,339444,1715781.2,19943.0,19585.9,19568.9,-18093.3,-21260.7,-19401.2,0.008185237631648822,-0.0074112753341003595,0.0007421010708912326,0.020081927604212766,-0.031126214709266308,0.03934519869014957,59.1895,930.0,0.006392880857421484,59.215824999999995,1.0013983538366227,1.0008910569105691,1.0018194579419069
47,960000,960,0.99864418,-0.019349249,7.5934710999999995,1.4979596000000002,10.396367999999999,9.091430800000001,-2.8028972000000003,-134093.8,59.190822999999995,59.190822999999995,59.190822999999995,0.052440695999999995,-0.047955443,-0.062533,0.0496344,-0.082395877,0.0127683,7696.2568,24371.48,0.005967963450508756,1674890.0,153817,2163340.0,40680.3,185077,185276,631.212,2809.98,546.794,-11854.8,11718.7,1655.15,338894,1715570.3,20296.0,18788.9,18578.3,-18423.4,-21104.9,-18469.1,0.008286574033100269,-0.010248694574741127,0.00048322860430126884,-0.049666289052128505,0.06429188423754315,0.00974397734312771,59.195,950.0,0.006353366699711114,59.21349999999999,0.9997757913679677,1.0004357723577235,0.9992279451463125
48,980000,980,0.99718963,0.11391906,7.5876945000000005,1.4957778,10.393024,9.0834723,-2.80533,-132299.39,59.177684,59.177684,59.177684,0.027754622000000003,0.18494411,0.12905845,0.04298373,-0.023036017000000002,-0.051690405999999994,7856.9488,24212.23,0.005744661722270046,1674170.0,153175,2163090.0,40373.3,184948,185245,407.459,426.94800000000004,-3569.86,5786.54,11576.5,-3223.81,338123,1714543.3,19655.0,20151.9,19324.1,-20193.7,-20251.8,-18180.1,-0.002383839277812199,-0.0004420745198690053,0.005062394902203735,0.02740950084078237,0.05311730241614302,-0.030063147181166476,59.1883,970.0,0.0061300649714724036,59.200360999999994,0.9975012537982713,0.9962601626016261,0.9985314760824965
49,1000000,1000,0.99965351,0.052917885,7.587110000000001,1.4994736000000002,10.391678,9.0865837,-2.8045682000000003,-133003.11,59.19201700000001,59.19201700000001,59.19201700000001,-0.02028645,0.10390649,0.075133617,0.026162527999999997,-0.10116479,-0.021587292,8017.9303,24053.791,0.00598825588246856,1674410.0,153925,2163430.0,40205.9,184849,184993,387.51099999999997,4214.01,-1287.01,1710.63,-3559.21,-7547.93,338774,1714615.9,19809.4,19630.1,19904.6,-18907.6,-22641.8,-18142.5,0.003990618638817608,-0.013327285600495621,0.007797592707319226,0.009284631383308258,0.002897601557659971,-0.03909611470041597,59.1857,990.0,0.0063736591316709175,59.214694,0.999421777738443,1.001138211382114,0.9979969765684051
50,1020000,1020,0.99736838,0.047567543,7.586758000000001,1.4960459,10.393202,9.0828039,-2.8064441,-132140.57,59.175641000000006,59.175641000000006,59.175641000000006,0.14192910000000003,-0.063165918,0.063939448,0.064396176,0.055837537,-0.0042227508,8180.9383,23901.173,0.005709940249495074,1674180.0,153015,2163150.0,40348.6,184994,185250,-908.597,-1063.74,2915.1,7571.31,-2950.8,-3093.26,338009,1714528.6,18646.8,18894.9,18606.3,-17291.4,-22040.1,-16807.8,0.005997875918222842,-0.01391804584476501,0.007958668908752986,0.029483640145145592,-0.017765023453402955,-0.00078838835295159,59.1855,1010.0,0.006095343498697432,59.198318,0.9971649408502228,0.995219512195122,0.9987798293920742
51,1040000,1040,0.99970222,-0.035097691,7.5921329,1.4995466999999998,10.394574,9.0916796,-2.8024407000000005,-134143.27,59.192542,59.192542,59.192542,-0.028694137999999998,-0.12299165,0.04639271,-0.05239316,0.03070302,0.025240164,8342.2223,23743.248,0.005997178434209521,1674840.0,153933,2163370.0,40663.9,185087,185385,65.4157,-2049.3,-3328.04,18508.4,5086.88,-13096.7,339020,1715503.9,19354.5,19670.5,18247.6,-16507.1,-20884.0,-19808.7,0.012600230108859198,-0.00536994424285335,-0.0069081334631383405,0.08219229887600674,0.01344180900964687,-0.07268227276750155,59.1862,1030.0,0.006382581683411879,59.215219,1.0001475056789686,1.001190243902439,0.9992819349962206
52,1060000,1060,1.0003981,0.09269953,7.5974455,1.5005906,10.396317999999999,9.0980361,-2.7988724,-135571.14,59.19622,59.19622,59.19622,2.3054483e-05,0.20493227,0.073143269,-0.066167157,-0.022315942999999998,-0.0075014429,8502.7662,23583.144,0.006059687282406557,1675370.0,154357,2163450.0,40931.4,185352,185616,218.378,313.882,-1201.16,10580.6,2880.29,-4985.2,339709,1716301.4,18890.8,18782.7,18535.6,-16651.0,-22666.7,-17235.0,0.009911496592618812,-0.017187361713425966,0.0057553765819984,0.04778731746172228,0.014134755288078591,-0.027375696964333125,59.1952,1050.0,0.0064450905316089145,59.21889699999999,1.0021801339351564,1.0039479674796747,1.0007126660187884
53,1080000,1080,1.0029616,-0.085923199,7.590108099999999,1.5044358,10.392036000000001,9.0945439,-2.8019283,-134775.48,59.189493000000006,59.189493000000006,59.189493000000006,-0.13119365,0.0086063474,-0.13518229999999998,-0.0046059228,0.008356032900000001,-0.0081518213,8664.2585,23425.588,0.00594535965276501,1674770.0,154097,2163390.0,41089.3,185230,185534,-5978.9,599.852,-515.436,398.50199999999995,-8436.73,-7656.06,339327,1715859.3,18907.8,18962.0,18156.6,-17090.0,-23379.5,-15265.0,0.008044074696875826,-0.019548190105319056,0.012795822639171601,-0.024694211877157268,-0.03467952031153199,-0.03616026197008585,59.1899,1070.0,0.006330762901967368,59.21217,1.0010531905478361,1.0022569105691057,1.0000539898499083
54,1100000,1100,0.99731067,-0.089282054,7.5876696,1.4959593999999998,10.389918,9.0836289,-2.8022489,-132300.08,59.184067000000006,59.184067000000006,59.184067000000006,-0.19405987,-0.05469750599999999,-0.019088789,-0.10442226,-0.05107484,-0.019185026,8824.7618,23265.281000000003,0.005853142956104408,1674490.0,153587,2163310.0,39914.9,184709,184840,-3389.33,-273.925,-1454.08,11849.1,5474.75,-4061.82,338296,1714404.9,19213.3,18407.9,18006.5,-16758.5,-22297.1,-16668.0,0.010862908221966543,-0.01721037259934506,0.005923090538985751,0.037435923533056026,0.02301453668466236,-0.02440879723869369,59.1853,1090.0,0.006238546205306766,59.206744,0.9980116234475027,0.9989398373983739,0.99724111866969
55,1120000,1120,0.99899385,0.051588297000000005,7.5944955,1.4984841,10.395264,9.092979699999999,-2.8007687000000003,-134415.32,59.202085,59.202085,59.202085,0.14193270000000002,0.062571022,-0.049738829000000005,-0.014836347,0.041379614,-0.0022972091,8984.858,23103.92,0.006159364931856324,1675190.0,154106,2163530.0,40518.1,185047,185131,-1517.04,-4960.28,582.88,8749.47,-10228.5,-8987.01,339153,1715708.1,19652.5,19210.9,19300.2,-17447.9,-22952.8,-17680.2,0.009755730595627924,-0.016558545003982645,0.007168775997875918,0.032004734932294894,-0.06721293919815913,-0.03718970705372157,59.1903,1110.0,0.006544768181058682,59.22476199999999,1.0005398707850253,1.0023154471544715,0.9990659755965878
56,1140000,1140,1.0007745000000001,-0.10329115,7.588928900000001,1.5011552,10.390964,9.0900841,-2.8020354,-133762.89,59.184666,59.184666,59.184666,-0.12793237,-0.011600194,-0.1703409,-0.013146073000000001,-0.0047302601000000005,-0.064960549,9146.7536,22947.119,0.005863323162757402,1674740.0,154808,2163650.0,40151.5,184486,184747,-431.61800000000005,-4223.62,1796.01,-1205.19,-12196.4,6915.81,339294,1714891.5,19308.0,19638.2,20264.1,-19568.5,-22363.5,-17310.4,-0.0011527568811399238,-0.012059916806797058,0.013070625719090172,-0.007243154261439066,-0.0726613859633596,0.038551287724577395,59.1931,1130.0,0.00624872641195976,59.207342999999995,1.000955836799717,1.006881300813008,0.9960371450167369
57,1160000,1160,1.0007813,-0.02917668,7.5890334,1.5011653,10.392375999999999,9.0901987,-2.8033429,-133795.67,59.18836700000001,59.18836700000001,59.18836700000001,-0.0027789069,0.02327156,-0.10802269,0.014040873,-0.079684605,-0.08753865,9308.9853,22790.964,0.005926222903697599,1674790.0,154244,2163490.0,40428.1,184745,185113,243.33700000000002,-2458.74,164.69799999999998,-1263.84,-697.076,-4253.05,338989,1715218.1,18742.0,18385.8,18839.1,-17813.5,-20299.2,-17780.1,0.004108770687671476,-0.008467120984157896,0.004686255420833702,-0.004515899637136029,-0.013965023453402956,-0.018091654128683955,59.1944,1150.0,0.0063116261528999565,59.211044,1.000056052158008,1.0032130081300812,0.9974354821293596
58,1180000,1180,1.0014264000000002,0.0707308,7.5917787,1.5021328999999999,10.394456,9.0939116,-2.8026775,-134642.76,59.18024499999999,59.18024499999999,59.18024499999999,0.21238354,-0.033562252,0.03337111,0.04093396,0.078130185,-0.048471871,9470.6643,22633.283,0.005788186779429492,1674450.0,153877,2163190.0,41146.6,185570,185932,260.895,2354.92,-1462.64,7318.96,-18904.0,10284.0,339447,1715596.6,19781.7,19663.1,19190.4,-20470.3,-21951.4,-16615.5,-0.0030471723161341648,-0.0101261173555182,0.011394371183290564,0.03354214974776529,-0.07323249845119038,0.03903602088680414,59.1868,1170.0,0.00617359002863185,59.20292199999999,1.0014072041773607,1.0008260162601625,1.0018896447467875
59,1200000,1200,0.99954887,-0.019432947,7.588175099999999,1.4993166999999998,10.395172,9.0874918,-2.8069965,-133200.2,59.17354399999999,59.17354399999999,59.17354399999999,0.0006998837599999999,0.03388122,-0.09287994599999999,0.069809533,-0.033284916,0.087673937,9632.68,22476.252999999997,0.005674301028540684,1674090.0,153901,2163450.0,40331.3,185254,185425,-486.889,2129.13,164.28900000000002,-12113.5,-2047.81,-2124.39,339155,1714421.3,19150.6,19716.3,19468.3,-21929.5,-20468.8,-15713.2,-0.012297105938578641,-0.0033299407027170547,0.01661695725285423,-0.05575886804141959,0.00035985485441189556,-0.008673780865563323,59.1843,1190.0,0.006059704277743042,59.19622099999999,1.0005457710121841,1.0009821138211383,1.000183565489688
60,1220000,1220,1.0018823000000001,-0.009782563900000001,7.5920333,1.5028168,10.397147,9.09485,-2.8051136000000003,-134864.38,59.174216,59.174216,59.174216,-0.01451336,-0.008328346300000001,-0.0065059852,-0.0025482932,-0.077907561,-0.030361928,9795.6788,22321.301,0.0056857218947693475,1674470.0,153920,2163460.0,41115.9,185748,186022,1961.81,270.719,323.512,2463.43,3474.99,16573.2,339668,1715585.9,19242.3,18092.1,19156.5,-21059.9,-20807.1,-14464.2,-0.008043189662802028,-0.012014337551995751,0.020764226922736523,0.019582440923975573,0.0165754004779184,0.07477082927692716,59.1807,1210.0,0.006071125143971705,59.196892999999996,1.0020591792784022,1.0011056910569105,1.0028506640751538
61,1240000,1240,0.99871855,-0.058058512,7.5909306,1.4980712,10.395919000000001,9.089001800000002,-2.8049889,-133536.22,59.187977000000004,59.187977000000004,59.187977000000004,-0.022272199,-0.090377587,-0.061525751,0.026998345,-0.068424551,-0.073511225,9958.3126,22165.277000000002,0.005919594722404213,1674450.0,153506,2163400.0,40662.8,185318,185506,-245.722,3176.38,2532.56,10617.0,2605.34,8908.06,338824,1715112.8,18715.4,18992.5,18533.9,-19205.2,-21067.2,-16097.6,-0.002167448446765197,-0.009180900964687143,0.010781042570138955,0.04589467209487565,0.025585096026197008,0.05062669262766616,59.1836,1230.0,0.006304997971606571,59.210654,0.9995692834174116,0.9984130081300813,1.0005291005291004
62,1260000,1260,1.0027518,-0.01619017,7.591036999999999,1.5041211,10.396996000000001,9.095158099999999,-2.8059591,-134918.64,59.177765,59.177765,59.177765,-0.02343495,-0.073362396,0.048226837,0.025176268999999998,0.096628417,0.013325881999999999,10120.207,22007.433999999997,0.005746038344538688,1674340.0,153728,2163330.0,41270.6,185961,186160,2552.82,975.45,-1160.98,-6847.53,-19064.6,-3238.56,339689,1715610.6,17863.6,18308.8,18487.8,-18053.8,-20669.0,-16014.3,-0.0008416674041950647,-0.010444287105053547,0.010945658907867953,-0.01900482343570227,-0.08004757058146737,-0.01946871404549075,59.1816,1250.0,0.0061314415937410455,59.200441999999995,1.0021211316635692,0.9998569105691056,1.0040006478781989
63,1280000,1280,0.99889677,0.0018076637,7.5913607999999995,1.4983385,10.393884,9.0896993,-2.8025233,-133678.76,59.18799,59.18799,59.18799,0.14939353,-0.1117483,-0.032222235,0.04889794,0.09533388,0.03471023,10282.5,21850.312,0.005919815661780583,1674580.0,153201,2163270.0,40934.4,185375,185710,120.086,-4190.97,-381.038,-8252.24,-8038.51,7035.2,338576,1715514.4,19378.0,19635.1,18120.5,-17890.0,-19760.0,-19398.4,0.006584653509160102,-0.0005527037790955016,-0.005654925214620769,-0.035986166917426315,-0.05411753252500221,0.029445800513319763,59.1853,1270.0,0.006305218910982941,59.210666999999994,0.9988376552497271,0.996429268292683,1.0008368426735774
64,1300000,1300,1.0011955,-0.05577246,7.586436,1.5017866000000002,10.390789,9.0882226,-2.8043531,-133339.56,59.186352,59.186352,59.186352,-0.09710440099999999,-0.071062573,0.00084959297,0.071477375,-0.044503612000000005,-0.065194097,10446.18,21695.912999999997,0.005891977300348579,1674640.0,153671,2163360.0,40497.7,184976,185313,349.36300000000006,-290.584,-346.712,-3231.2,-2079.76,-551.717,338647,1715137.7,19959.9,20624.5,19317.7,-20208.6,-20563.1,-18769.2,-0.0011005398707850124,0.00027170546066024185,0.002427205947428976,-0.01275261970085848,-0.010489176033277281,-0.003975701389503496,59.1858,1290.0,0.006277380549550937,59.209028999999994,0.9990471133138625,0.9994861788617886,0.9986826476622395
65,1320000,1320,1.0002239,0.011036424,7.5947655,1.5003293,10.396398,9.0950948,-2.8016327000000003,-134882.22,59.198933999999994,59.198933999999994,59.198933999999994,0.097828443,0.0015273808,-0.066246553,0.014458776000000001,0.018546962,0.017391157,10608.296999999999,21538.057,0.006105812626073464,1674750.0,153739,2163150.0,41250.3,185573,185844,1968.47,-78.5134,2412.37,7740.32,1115.82,-1358.27,339312,1716000.3,19390.3,19814.6,19208.7,-18215.6,-22293.7,-18213.4,0.005198247632533856,-0.010970439861934694,0.004404372068324627,0.04296304982741835,0.004590258429949552,0.0046645720860253115,59.1862,1310.0,0.006491215875275822,59.22161099999999,1.0010089388441454,0.9999284552845529,1.0019058417017601
66,1340000,1340,1.0011904,0.033635397000000004,7.5877489,1.5017790000000002,10.391921,9.0895279,-2.8041723999999997,-133622.7,59.184132,59.184132,59.184132,0.030901761,-0.016659291,0.086663719,0.035608769,0.005569348000000001,-0.091474358,10770.581,21380.407000000003,0.005854247652986498,1674760.0,153866,2163350.0,40516.8,184879,185244,-2040.05,788.85,4479.7,-6684.04,-2493.04,11591.5,338745,1715276.8,20086.6,20049.9,19055.3,-20353.4,-21011.1,-17981.0,-0.0011806354544650099,-0.0042534737587396985,0.004753960527480305,-0.038605584565005756,-0.0075413310912470135,0.07111779803522436,59.1905,1330.0,0.006239650902188856,59.20680899999999,0.9993362244446411,1.0007544715447154,0.9981589461181298
67,1360000,1360,0.99874733,0.0019568637,7.596648700000001,1.4981143999999997,10.397475,9.0947631,-2.8008257999999997,-134801.26,59.188658999999994,59.188658999999994,59.188658999999994,0.034704947,0.02191577,-0.050750126,-0.043915065999999996,0.04974974,0.067180515,10933.23,21223.327999999998,0.005931185541999063,1674840.0,154273,2163450.0,40917.0,185216,185575,-277.974,-2778.01,-1224.07,4956.93,-4905.36,-5104.39,339489,1715757.0,19204.0,19503.7,19063.7,-19943.4,-18831.0,-18981.5,-0.0032719709708823853,0.002976812107266133,0.0003637490043366702,0.0207051774493318,-0.034000221258518454,-0.02800451367377644,59.1918,1350.0,0.006316588791201421,59.21133599999999,1.0015311089476946,1.0034016260162602,0.9999784040600367
68,1380000,1380,0.99677588,0.036420726,7.5883399,1.4951572,10.392477,9.083497099999999,-2.8041372000000004,-132264.46,59.180209,59.180209,59.180209,0.038794965,-0.008268757600000001,0.078735971,0.098501015,0.08788119300000001,0.016587338,11096.036,21066.388,0.005787574947310203,1674420.0,153893,2163450.0,39863.8,184517,184794,2452.16,1526.45,1035.13,-8935.9,-8996.49,-3024.82,338410,1714283.8,19723.2,20382.7,19077.9,-20167.7,-20293.5,-18716.9,-0.001966988229046818,0.00039472519692008464,0.0015974865032303744,-0.028691654128683953,-0.03305619966368705,-0.008804717231613418,59.19,1370.0,0.0061729781965125605,59.20288599999999,0.9983479363955512,1.000930081300813,0.9962045135514523
69,1400000,1400,1.0003456,0.0075078159,7.593947900000001,1.5005117000000001,10.395327,9.094459599999999,-2.8013795,-134749.07,59.199133999999994,59.199133999999994,59.199133999999994,0.031973831,0.044466627,-0.05391701,-0.037910368,0.020500562,-0.011757765,11257.785,20907.315,0.006109211693403372,1675420.0,154101,2163500.0,40653.9,185002,185376,29.293000000000003,-426.98800000000006,-842.5419999999999,8483.73,-151.297,-337.658,339103,1716073.9,20390.9,19780.8,20147.7,-21113.5,-21495.8,-17168.6,-0.003197628108682178,-0.0075891671829365435,0.013183025046464299,0.03767157713071953,-0.002559009646871405,-0.005222586069563677,59.1947,1390.0,0.00649461494260573,59.22181099999999,1.0003923651060564,1.0022829268292683,0.998823021272001
70,1420000,1420,0.99891096,-0.0013083259,7.5978437,1.4983598,10.395017999999999,9.0962035,-2.7971747000000002,-135146.85,59.21094300000001,59.21094300000001,59.21094300000001,-0.14067271,0.045250056,0.091497675,0.024950352000000002,-0.069777189,0.0046253412,11421.026000000002,20750.878,0.006309909623898457,1675480.0,154182,2163280.0,40935.8,184949,185215,1259.19,1614.54,-1395.87,5315.86,-2435.08,-3781.05,339131,1716415.8,20711.8,19904.0,20580.6,-19751.9,-23652.0,-17902.3,0.004247721037259925,-0.016585538543233913,0.011851933799451276,0.029095716435082748,-0.003631029294627843,-0.02290875298699,59.1991,1410.0,0.006695312873100815,59.23362,1.000474968286279,1.002809756097561,0.9985368750674872
71,1440000,1440,0.9971376000000001,-0.036986797,7.593756,1.4956998,10.395862,9.0894558,-2.8021057999999996,-133616.93,59.187686,59.187686,59.187686,0.0005655595500000001,-0.0058037919,-0.10572216,0.04194352,0.0057431522,0.008222755699999999,11583.587,20593.043,0.005914649079439113,1675250.0,153841,2163510.0,40347.9,184607,184963,-204.769,-5031.26,-1058.03,1928.5,2631.72,5505.74,338448,1715597.9,19165.9,19593.2,19413.3,-18750.6,-21381.7,-18179.4,0.0018377732542703023,-0.007914417205062394,0.005460217718382148,0.007627803345428799,-0.010618373307372336,0.019681874502168333,59.2016,1430.0,0.006300052328641471,59.210362999999994,0.9984600407115674,1.0005918699186993,0.9966904222006262
72,1460000,1460,1.0013446,-0.1383289,7.5896235,1.5020102,10.392406,9.0916337,-2.8027829,-134104.79,59.198278,59.198278,59.198278,-0.09294576,-0.1366941,-0.18534684,0.015821776,-0.050332342,0.081106927,11746.84,20436.283,0.006094663685231474,1674930.0,153771,2163480.0,40799.0,185013,185372,1777.63,-1365.54,-137.036,-3605.26,-2879.9,-18492.1,338784,1715729.0,19893.9,20097.2,19595.7,-20459.8,-22085.0,-17109.8,-0.0025042039118505968,-0.008796353659615891,0.011000531020444293,-0.008087574121603682,-0.01878679529161873,-0.08243710062837419,59.1956,1450.0,0.006480066934433832,59.220955,0.9994512788742367,1.0001365853658537,0.9988824101068999
73,1480000,1480,0.99906992,0.049747912000000005,7.5863189,1.4985982,10.38855,9.0849171,-2.8022313999999997,-132584.46,59.188223,59.188223,59.188223,0.024430222,0.13601807,-0.011204558,-0.065222848,-0.007414164399999999,-0.067363386,11909.214,20277.851000000002,0.005923775575219959,1674930.0,153629,2163440.0,39852.2,184599,184781,2162.01,105.00299999999999,138.18,4870.88,9638.53,43.1669,338228,1714782.2,20530.5,19835.5,20228.3,-18825.8,-24402.0,-17416.8,0.007543587928135236,-0.020207540490308876,0.012441366492609966,0.031121736436852822,0.04311679352155059,0.0008024909284007434,59.198,1470.0,0.006309178824422317,59.210899999999995,0.9978110157241055,0.9992130081300813,0.9966472303206997
74,1500000,1500,0.9998365,0.08906563199999999,7.589040600000001,1.4997481000000001,10.392083,9.088788699999998,-2.803042,-133453.15,59.193281999999996,59.193281999999996,59.193281999999996,0.16047998,0.079925575,0.026791343,0.021365476,-0.0094023863,0.016725779,12072.354,20120.591,0.006009754983330094,1674680.0,153647,2163190.0,40555.1,185018,185336,-2299.79,1656.92,-902.097,-3489.13,1367.82,-4266.01,338665,1715235.1,20170.9,19703.3,20159.5,-18039.7,-24165.8,-17857.8,0.009430923090538989,-0.019747322771926718,0.010185414638463584,-0.025616957252854237,0.01338498982210815,-0.02286975396052748,59.1928,1490.0,0.006395158232532452,59.21595899999999,0.9991002153582913,0.9993300813008129,0.998909405031854
